Data,MRR_Total,Churn_Total,MRR_Essencial,MRR_Controle,MRR_Avancado,MRR_Performance,Churn_Essencial,Churn_Controle,Churn_Avancado,Churn_Performance,%_Anual,Signups,Trials,Conversao_Trial_Pago_%,Engajamento_Medio,%_Base_<30_dias,%_Base_Ativa,%_Ativacao_Features,Engajamento_Essencial,Engajamento_Controle,Engajamento_Avancado,Engajamento_Performance
2024-08-30,5490121.69,5.44,1544847.83,1416098.74,1190792.96,1338382.15,5.78,5.34,5.33,5.12,69.19,117,65,33.51,0.341,20.6,66.21,56.86,0.329,0.349,0.384,0.384
2024-08-31,5597867.77,5.91,1697902.0,1398670.73,1023902.62,1477392.42,6.19,5.74,5.64,5.61,78.38,143,60,42.45,0.249,19.16,76.5,43.5,0.253,0.238,0.271,0.282
2024-09-01,5279459.37,5.27,1688463.5,1334154.42,1009559.51,1247281.94,5.29,5.23,5.08,5.07,75.09,137,79,40.19,0.12,23.88,73.77,58.09,0.097,0.125,0.13,0.152
2024-09-02,5270539.7,6.89,1656150.32,1393827.93,1022471.6,1198089.84,7.03,6.74,6.72,6.53,76.34,130,60,33.54,0.203,19.82,66.29,48.82,0.166,0.191,0.236,0.226
2024-09-03,5499406.14,6.34,1654539.38,1369024.02,1162008.2,1313834.54,6.7,6.19,6.18,6.04,65.26,126,67,35.65,0.206,23.24,77.73,54.47,0.184,0.208,0.214,0.24
2024-09-04,5515548.66,6.37,1558394.21,1387819.96,1211769.27,1357565.23,6.72,6.27,6.18,6.17,68.14,163,81,37.6,0.527,23.4,73.21,56.28,0.516,0.519,0.538,0.555
2024-09-05,5264256.8,4.53,1649054.45,1199323.18,998244.28,1417634.89,4.83,4.44,4.38,4.01,60.53,141,67,37.92,0.407,23.24,78.82,50.1,0.383,0.397,0.406,0.43
2024-09-06,5277577.58,5.42,1604167.94,1286124.87,1134532.96,1252751.81,5.6,5.33,5.15,5.07,62.71,133,70,43.33,0.121,22.22,78.75,47.98,0.102,0.121,0.148,0.139
2024-09-07,5295185.85,5.2,1506995.7,1354613.68,1129065.53,1304510.94,5.41,5.25,5.04,4.91,66.63,126,74,35.71,0.391,23.55,78.81,58.31,0.364,0.384,0.388,0.411
2024-09-08,5168665.94,4.49,1466631.14,1207127.12,976807.03,1518100.65,4.68,4.44,4.14,4.05,61.64,129,53,43.63,0.068,18.87,66.17,44.62,0.06,0.089,0.098,0.102
2024-09-09,5220761.77,5.86,1651771.09,1201363.63,1023129.93,1344497.11,6.17,5.84,5.51,5.38,75.07,133,78,36.62,0.301,16.15,66.81,45.14,0.288,0.295,0.339,0.317
2024-09-10,5211503.11,4.96,1598722.44,1228306.15,1023471.02,1361003.5,5.07,5.05,4.85,4.68,84.95,165,86,41.2,0.283,23.42,79.82,47.23,0.254,0.271,0.32,0.31
2024-09-11,5240864.29,6.16,1641289.18,1216273.75,1148424.44,1234876.92,6.27,6.08,5.95,5.82,62.52,130,73,43.95,0.14,19.98,72.31,57.19,0.115,0.131,0.147,0.183
2024-09-12,5329837.81,4.43,1679747.19,1229836.79,997935.79,1422318.05,4.73,4.4,4.29,4.23,80.53,160,76,43.61,0.066,16.27,68.57,58.78,0.039,0.066,0.067,0.081
2024-09-13,5363105.77,7.22,1624328.64,1293809.27,1136797.79,1308170.07,7.41,7.26,7.05,6.93,62.97,138,68,30.85,0.128,16.15,76.54,44.4,0.09,0.13,0.142,0.163
2024-09-14,5522060.06,4.6,1660471.61,1465510.15,1067788.1,1328290.2,4.94,4.41,4.2,4.32,76.75,142,81,33.09,0.132,16.59,68.96,57.28,0.104,0.135,0.16,0.167
2024-09-15,5217197.52,5.72,1550640.3,1280054.97,1091619.35,1294882.9,5.85,5.48,5.55,5.4,76.08,128,62,37.15,0.133,22.51,75.91,45.16,0.096,0.142,0.165,0.16
2024-09-16,5456118.69,6.29,1596885.16,1251611.91,1073766.56,1533855.06,6.49,6.33,6.06,5.96,82.57,139,70,36.47,0.379,22.11,77.56,59.41,0.369,0.363,0.406,0.415
2024-09-17,5313321.34,4.93,1580095.89,1189379.46,1079318.29,1464527.7,5.04,4.98,4.68,4.57,62.85,136,55,39.61,0.037,17.04,76.76,51.95,0.027,0.047,0.062,0.065
2024-09-18,5334064.35,6.35,1658654.97,1359161.24,1137779.78,1178468.36,6.55,6.56,6.25,6.03,67.89,130,56,44.17,0.489,23.47,69.11,40.14,0.466,0.479,0.532,0.527
2024-09-19,5421978.34,4.27,1648698.57,1296611.57,1150362.83,1326305.37,4.32,4.29,4.16,4.09,62.27,142,75,31.69,0.119,17.81,71.02,40.68,0.101,0.123,0.134,0.138
2024-09-20,5207273.36,6.95,1643941.05,1359575.06,1117777.3,1085979.95,7.1,7.03,6.87,6.75,70.18,134,73,36.78,0.323,22.93,71.2,42.95,0.314,0.341,0.336,0.372
2024-09-21,5388889.17,5.51,1604462.0,1363257.14,982850.9,1438319.14,5.57,5.49,5.4,5.27,82.79,140,72,32.89,0.373,19.89,72.37,43.75,0.361,0.365,0.381,0.418
2024-09-22,5363974.26,4.9,1632169.31,1393625.27,1114001.02,1224178.66,5.17,4.93,4.99,4.63,79.54,123,53,43.41,0.477,22.32,67.51,55.35,0.477,0.469,0.501,0.485
2024-09-23,5404094.15,5.2,1649612.18,1262381.81,1002997.15,1489103.01,5.47,5.37,4.95,4.8,78.07,139,68,44.47,0.393,18.81,71.79,44.46,0.376,0.383,0.411,0.435
2024-09-24,5380700.24,6.31,1633945.87,1370022.84,1058021.85,1318709.68,6.34,6.1,5.9,6.13,73.33,154,73,37.18,0.18,18.47,72.66,59.38,0.174,0.177,0.208,0.204
2024-09-25,5641636.02,4.92,1738218.24,1315647.0,1139291.93,1448478.84,5.25,4.96,4.7,4.65,82.09,138,69,31.56,0.144,23.41,72.98,52.72,0.125,0.157,0.16,0.188
2024-09-26,5271471.2,4.75,1526076.88,1407237.29,1033786.0,1304371.03,5.2,4.96,4.69,4.36,71.24,140,80,41.78,0.408,15.35,77.3,53.85,0.387,0.397,0.434,0.448
2024-09-27,5285280.37,5.28,1588197.95,1330932.51,1061202.2,1304947.71,5.48,5.31,5.14,5.01,63.74,128,71,40.46,0.437,24.75,72.76,44.36,0.424,0.432,0.454,0.457
2024-09-28,5275223.14,4.32,1499054.84,1246142.7,1159816.11,1370209.49,4.46,4.49,4.17,3.98,80.94,125,52,35.32,0.277,21.48,68.46,57.85,0.263,0.287,0.296,0.313
2024-09-29,5284342.75,7.32,1560891.55,1233765.06,979763.08,1509923.05,7.8,7.26,7.22,7.03,66.99,146,84,43.31,0.121,19.32,74.95,53.36,0.095,0.127,0.14,0.144
2024-09-30,5275513.54,4.93,1580051.56,1210974.77,1092127.54,1392359.68,5.0,4.93,4.65,4.61,61.34,149,74,44.64,0.223,21.28,76.96,57.29,0.194,0.218,0.226,0.258
2024-10-01,5495681.98,6.33,1682167.64,1399926.33,1076274.57,1337313.45,6.53,6.33,6.05,6.05,63.15,144,79,38.37,0.363,16.23,69.79,59.13,0.343,0.361,0.381,0.393
2024-10-02,5524460.51,5.71,1756895.79,1275795.6,1023795.19,1467973.93,5.93,5.49,5.63,5.34,75.23,140,60,38.49,0.106,20.14,74.68,42.51,0.067,0.115,0.132,0.129
2024-10-03,5286510.44,4.52,1607236.85,1320386.14,985138.42,1373749.03,4.85,4.4,4.24,4.37,75.18,145,77,34.46,0.33,24.85,67.2,41.93,0.307,0.346,0.34,0.347
2024-10-04,5256117.33,5.49,1628049.53,1225893.45,1145680.75,1256493.6,5.73,5.38,5.14,5.23,66.5,145,65,38.77,0.17,17.35,70.13,56.07,0.14,0.187,0.209,0.202
2024-10-05,5413569.87,6.28,1625427.83,1370166.13,1164913.94,1253061.97,6.43,6.37,5.89,5.95,78.18,148,72,36.59,0.157,22.22,78.64,57.32,0.131,0.17,0.177,0.191
2024-10-06,5291733.23,5.31,1615905.68,1379803.49,1144504.95,1151519.11,5.42,5.4,4.83,4.96,79.34,141,57,34.53,0.24,19.35,78.67,51.68,0.213,0.234,0.254,0.269
2024-10-07,5434951.82,6.69,1537207.04,1407115.89,1193848.64,1296780.25,6.86,6.73,6.58,6.24,83.01,138,59,31.01,0.476,21.52,73.63,47.32,0.463,0.494,0.489,0.498
2024-10-08,5384350.76,6.52,1562407.55,1389391.69,1014048.86,1418502.66,6.62,6.6,6.04,6.26,74.62,143,60,33.79,0.379,17.05,75.54,53.05,0.364,0.372,0.413,0.405
2024-10-09,5179110.71,6.42,1525114.09,1188016.11,1005874.31,1460106.19,6.62,6.4,6.25,5.97,79.49,135,60,32.97,0.327,19.7,77.81,46.11,0.307,0.31,0.339,0.346
2024-10-10,5547700.62,5.04,1658206.24,1245010.8,1147091.19,1497392.4,5.18,5.16,4.9,4.81,78.83,129,54,38.13,0.764,24.8,79.38,44.77,0.74,0.765,0.787,0.801
2024-10-11,5578505.32,4.42,1572167.56,1422225.66,1112086.76,1472025.34,4.47,4.42,4.19,3.99,66.45,150,81,39.03,0.47,16.95,72.35,49.76,0.46,0.484,0.499,0.478
2024-10-12,5290465.36,4.89,1510962.01,1261338.79,1040822.78,1477341.79,5.21,4.89,4.74,4.5,67.76,144,58,39.13,0.242,21.36,73.42,44.32,0.231,0.249,0.268,0.282
2024-10-13,5318475.81,5.7,1548062.44,1285035.83,1033446.07,1451931.49,5.85,5.67,5.46,5.49,71.96,139,73,35.82,0.22,20.76,71.23,49.67,0.199,0.219,0.234,0.249
2024-10-14,5400303.85,6.05,1721947.95,1196477.57,1100318.53,1381559.8,6.12,6.11,5.98,5.72,60.48,138,59,36.32,0.413,20.65,66.08,59.13,0.407,0.416,0.442,0.449
2024-10-15,5407134.81,3.33,1585663.27,1259747.9,1097776.72,1463946.93,3.51,3.29,3.15,3.03,67.43,158,93,42.51,0.329,21.15,71.34,56.8,0.307,0.334,0.351,0.365
2024-10-16,5447025.31,5.49,1630194.68,1207517.38,1015643.15,1593670.1,5.7,5.59,5.16,5.13,71.85,127,75,37.14,0.093,20.02,76.86,58.83,0.075,0.094,0.095,0.124
2024-10-17,5610224.54,5.66,1614868.96,1480870.88,1115703.07,1398781.63,5.68,5.54,5.46,5.38,62.7,121,54,44.82,0.144,15.17,77.07,56.13,0.118,0.141,0.176,0.17
2024-10-18,5348766.33,5.22,1628331.37,1241822.19,1081193.59,1397419.18,5.46,5.11,5.01,4.95,63.16,136,71,36.59,0.092,24.0,78.39,47.1,0.068,0.085,0.106,0.133
2024-10-19,5275204.33,6.79,1536283.67,1307548.33,1069871.98,1361500.36,6.89,6.86,6.54,6.35,71.58,138,56,39.74,0.122,23.27,65.77,56.24,0.095,0.123,0.14,0.135
2024-10-20,5206481.69,5.92,1500923.0,1155573.23,980923.47,1569061.99,6.29,5.91,5.6,5.63,78.27,164,96,30.76,0.168,16.74,72.91,58.46,0.155,0.167,0.191,0.211
2024-10-21,5285288.4,6.81,1589090.16,1338987.49,1108276.65,1248934.1,7.06,6.76,6.78,6.43,80.84,154,78,39.8,0.24,19.13,66.61,58.94,0.224,0.24,0.255,0.259
2024-10-22,5370024.76,5.28,1504789.58,1268138.69,972017.25,1625079.24,5.44,5.37,5.03,5.01,73.66,151,62,42.77,0.177,22.71,68.01,53.66,0.147,0.188,0.205,0.204
2024-10-23,5590346.94,6.44,1567010.93,1480860.32,1085607.78,1456867.92,6.56,6.38,6.26,5.97,71.87,132,62,44.14,0.18,24.8,78.5,44.23,0.165,0.177,0.189,0.224
2024-10-24,5313886.64,7.14,1534452.53,1405023.03,1122338.06,1252073.02,7.32,7.12,6.92,6.9,69.61,140,58,44.96,0.34,24.51,72.45,40.79,0.338,0.338,0.354,0.392
2024-10-25,5403854.55,6.81,1521016.75,1276739.16,1094581.63,1511517.01,7.07,6.95,6.51,6.57,64.82,150,72,34.23,0.242,23.99,76.38,42.94,0.215,0.244,0.274,0.273
2024-10-26,5376029.25,4.41,1528518.18,1424906.04,1023845.94,1398759.09,4.61,4.56,4.33,3.96,63.66,144,77,38.63,0.5,16.58,65.97,59.31,0.473,0.527,0.521,0.517
2024-10-27,5521607.19,5.25,1620892.23,1489773.15,1147379.62,1263562.19,5.42,5.4,5.15,4.99,79.8,166,82,36.76,0.387,24.14,71.25,49.24,0.367,0.376,0.397,0.426
2024-10-28,5683231.89,5.15,1773756.15,1484862.45,1151966.31,1272646.98,5.36,5.13,5.15,4.69,71.63,130,62,38.46,0.348,23.78,75.11,57.1,0.342,0.359,0.369,0.377
2024-10-29,5317295.75,5.99,1610512.88,1394426.61,1126467.74,1185888.51,6.13,6.11,5.84,5.6,79.76,165,70,32.36,0.418,18.77,67.0,49.3,0.394,0.415,0.442,0.438
2024-10-30,5323267.27,6.19,1599677.53,1237395.8,1114697.53,1371496.41,6.35,6.09,5.85,5.9,77.6,149,67,42.84,0.114,18.95,69.89,53.22,0.113,0.114,0.119,0.147
2024-10-31,5508299.31,4.66,1606988.78,1370658.32,1125920.16,1404732.05,4.65,4.57,4.47,4.54,64.85,139,58,43.64,0.371,19.6,65.97,40.48,0.341,0.358,0.408,0.388
2024-11-01,5465826.98,5.57,1734143.74,1220862.39,1090580.64,1420240.2,5.87,5.33,5.5,5.27,72.76,142,80,36.74,0.155,21.56,74.77,45.0,0.137,0.174,0.193,0.187
2024-11-02,5606604.88,3.48,1658885.62,1260061.44,1039056.86,1648600.95,3.71,3.65,3.33,3.17,71.1,137,59,34.21,0.498,17.61,79.56,48.73,0.461,0.5,0.519,0.519
2024-11-03,5456071.38,6.94,1546707.36,1472837.17,1039126.91,1397399.93,7.06,6.86,6.89,6.53,70.6,151,78,32.11,0.279,15.23,77.41,52.61,0.249,0.285,0.297,0.289
2024-11-04,5343884.95,4.99,1628189.08,1262930.82,1051484.07,1401280.98,5.38,4.97,4.9,4.53,73.56,128,60,40.26,0.173,16.41,79.62,43.43,0.151,0.158,0.194,0.187
2024-11-05,5458878.58,5.56,1553343.2,1405165.54,1113458.23,1386911.61,5.76,5.46,5.32,5.32,84.55,142,63,34.68,0.542,19.4,77.68,55.29,0.524,0.535,0.57,0.565
2024-11-06,5522044.43,5.19,1622425.94,1437571.79,1107436.7,1354610.0,5.29,5.26,5.11,4.81,80.32,133,70,43.64,0.359,17.82,77.83,47.29,0.352,0.363,0.384,0.394
2024-11-07,5488457.86,6.65,1648164.56,1442921.96,1051189.96,1346181.38,6.93,6.61,6.33,6.27,82.59,139,68,40.07,0.217,22.65,73.66,56.35,0.19,0.215,0.239,0.26
2024-11-08,5451872.88,2.66,1717170.41,1471359.17,982746.83,1280596.47,2.9,2.53,2.47,2.26,60.74,130,62,39.69,0.564,16.07,72.77,41.96,0.548,0.569,0.598,0.609
2024-11-09,5520000.96,5.48,1654575.37,1281053.25,1103169.81,1481202.52,5.72,5.53,5.27,5.13,63.51,128,66,38.39,0.584,24.17,71.09,53.6,0.551,0.605,0.616,0.599
2024-11-10,5533315.47,5.39,1704761.1,1228493.1,1059215.13,1540846.14,5.55,5.25,5.22,5.29,62.12,134,67,30.69,0.23,23.95,77.27,45.87,0.22,0.235,0.241,0.258
2024-11-11,5559859.08,5.05,1777557.41,1337477.34,1164147.38,1280676.95,5.29,4.96,4.77,4.76,66.58,148,68,43.98,0.041,24.09,67.73,55.91,0.034,0.036,0.07,0.065
2024-11-12,5472845.19,7.23,1561181.44,1239621.51,990354.3,1681687.94,7.4,7.02,6.95,7.04,71.05,159,81,39.42,0.221,22.4,65.84,48.04,0.212,0.215,0.253,0.25
2024-11-13,5375945.83,4.61,1564342.5,1188736.1,1093430.35,1529436.87,4.87,4.47,4.38,4.33,76.05,127,68,44.91,0.374,16.07,79.22,53.31,0.365,0.367,0.397,0.418
2024-11-14,5414605.64,6.27,1601548.53,1288791.7,1178537.48,1345727.93,6.28,6.29,6.02,5.87,72.52,132,54,38.06,0.205,19.38,65.06,58.69,0.184,0.2,0.231,0.236
2024-11-15,5542781.08,5.86,1645502.75,1436616.31,1036369.09,1424292.92,6.01,5.66,5.68,5.53,82.58,145,72,40.65,0.104,16.31,79.65,40.41,0.087,0.101,0.121,0.143
2024-11-16,5300967.72,6.76,1571423.34,1316278.18,1054182.14,1359084.06,7.13,6.61,6.51,6.35,83.5,121,50,30.84,0.282,24.88,75.93,40.22,0.261,0.283,0.29,0.334
2024-11-17,5444240.8,4.83,1722037.54,1282874.91,999872.28,1439456.07,4.96,4.83,4.67,4.5,64.09,148,65,39.48,0.172,18.33,69.93,55.41,0.151,0.177,0.21,0.186
2024-11-18,5353799.34,4.77,1651975.32,1352996.65,1097674.9,1251152.48,4.91,4.71,4.57,4.6,81.32,119,61,41.47,0.424,20.85,75.47,52.93,0.396,0.428,0.43,0.449
2024-11-19,5405449.38,6.6,1644965.86,1251906.99,1092015.73,1416560.8,6.75,6.8,6.42,6.55,72.04,131,75,41.68,0.058,22.79,77.27,45.86,0.041,0.059,0.095,0.094
2024-11-20,5556414.22,5.93,1624556.1,1226406.59,1090694.22,1614757.31,6.0,6.11,5.77,5.61,71.33,128,74,41.55,0.532,24.21,68.68,49.89,0.516,0.534,0.551,0.565
2024-11-21,5426931.89,3.96,1698367.1,1401329.7,1090026.84,1237208.24,3.93,3.87,3.82,3.68,79.62,134,55,33.39,0.455,22.56,76.56,40.84,0.445,0.481,0.488,0.496
2024-11-22,5410572.39,4.96,1721657.23,1359066.28,1167942.31,1161906.56,5.14,5.02,4.71,4.76,62.33,128,62,44.63,0.069,21.75,77.07,43.85,0.053,0.061,0.089,0.095
2024-11-23,5242817.26,5.89,1640204.53,1353250.47,984872.51,1264489.75,6.1,5.96,5.56,5.76,82.06,151,78,44.93,0.124,19.66,68.74,48.49,0.113,0.124,0.154,0.156
2024-11-24,5496550.43,6.34,1539378.23,1219942.33,994340.16,1742889.71,6.53,6.28,6.02,6.11,76.77,120,52,31.13,0.235,21.05,65.63,56.68,0.208,0.217,0.259,0.257
2024-11-25,5485458.1,4.82,1675566.39,1436400.01,1176447.52,1197044.17,5.01,4.67,4.75,4.54,81.88,149,82,44.05,0.534,15.94,68.06,49.59,0.528,0.53,0.547,0.575
2024-11-26,5668590.57,2.59,1598799.98,1422681.94,1151203.92,1495904.72,2.79,2.58,2.26,2.22,84.86,142,78,34.34,0.148,23.84,68.01,51.73,0.126,0.139,0.17,0.179
2024-11-27,5373066.61,6.02,1559824.28,1333432.69,1158574.68,1321234.96,6.33,6.01,5.86,5.7,72.95,150,87,40.34,0.203,20.44,65.98,57.48,0.163,0.196,0.222,0.247
2024-11-28,5437298.04,4.28,1535389.59,1366016.21,1108544.41,1427347.83,4.46,4.24,4.02,3.82,62.33,137,55,35.07,0.422,15.4,75.89,46.18,0.398,0.41,0.449,0.466
2024-11-29,5441926.04,3.48,1655171.7,1432432.82,1155900.16,1198421.37,3.63,3.53,3.37,3.29,64.16,151,67,44.52,0.284,24.2,70.7,54.01,0.27,0.271,0.305,0.301
2024-11-30,5602294.39,2.67,1722501.58,1396914.32,1104699.26,1378179.23,2.84,2.59,2.45,2.28,68.09,135,76,31.52,0.253,19.89,78.27,57.23,0.234,0.254,0.276,0.299
2024-12-01,5402564.54,6.31,1537459.14,1345495.29,1134508.28,1385101.81,6.57,6.2,6.08,6.01,62.59,131,70,37.47,0.123,23.69,68.78,44.05,0.084,0.131,0.133,0.163
2024-12-02,5448482.58,5.63,1609228.7,1468551.07,1179714.49,1190988.32,5.97,5.64,5.58,5.26,80.38,147,85,36.42,0.396,23.57,71.8,47.13,0.378,0.388,0.403,0.424
2024-12-03,5488947.58,5.27,1637075.65,1415251.08,1113624.68,1322996.17,5.41,5.31,5.01,5.02,67.42,149,61,34.89,0.524,23.16,74.59,59.6,0.506,0.504,0.545,0.563
2024-12-04,5439393.09,6.89,1603327.04,1316956.97,1018425.22,1500683.86,7.1,6.77,6.55,6.48,84.4,131,68,39.68,0.409,15.61,78.16,59.66,0.38,0.411,0.431,0.434
2024-12-05,5364427.97,6.14,1528009.03,1369913.17,1023274.85,1443230.92,6.37,6.23,5.95,5.81,77.56,144,74,31.97,0.262,17.47,72.87,44.46,0.247,0.266,0.271,0.305
2024-12-06,5442290.8,7.12,1615042.85,1303219.25,1022855.61,1501173.09,7.22,6.94,6.78,6.88,64.34,156,64,40.75,0.317,23.76,70.6,41.33,0.296,0.324,0.343,0.348
2024-12-07,5548835.81,4.11,1720400.57,1284243.5,1053581.21,1490610.53,4.31,4.05,3.93,3.81,71.9,159,80,44.71,0.19,23.99,78.01,45.42,0.15,0.18,0.216,0.229
2024-12-08,5297818.16,5.47,1498436.51,1323620.63,1018540.6,1457220.42,5.52,5.44,5.18,5.19,71.67,157,82,42.07,0.376,19.58,69.65,47.95,0.363,0.37,0.397,0.399
2024-12-09,5437956.36,3.88,1540068.4,1448721.09,1099583.88,1349583.0,3.91,3.82,3.91,3.53,72.31,151,66,42.9,0.361,19.4,66.19,48.82,0.343,0.35,0.381,0.394
2024-12-10,5338985.5,5.27,1570680.69,1422609.93,1086588.54,1259106.34,5.51,5.21,4.83,5.09,73.39,136,62,35.39,0.332,16.75,71.68,52.38,0.327,0.324,0.339,0.37
2024-12-11,5567405.6,5.25,1768592.33,1320005.5,1097112.89,1381694.88,5.41,5.44,4.9,4.95,60.78,132,70,34.87,0.204,24.68,76.78,57.99,0.175,0.196,0.211,0.237
2024-12-12,5242217.57,6.13,1608013.05,1291597.87,1072645.95,1269960.7,6.35,6.04,5.96,5.79,77.16,152,75,37.76,0.25,17.13,65.46,46.61,0.228,0.245,0.274,0.286
2024-12-13,5358929.38,5.55,1645978.0,1235671.55,982093.46,1495186.36,5.74,5.79,5.54,5.24,72.18,133,76,30.69,0.174,16.91,73.79,57.0,0.165,0.171,0.186,0.196
2024-12-14,5472265.43,6.12,1611455.21,1476316.28,1004223.8,1380270.14,6.23,6.17,5.89,5.69,79.77,143,67,44.18,0.309,21.61,73.92,41.87,0.28,0.31,0.321,0.342
2024-12-15,5615862.88,6.2,1705798.31,1510981.02,1049454.15,1349629.41,6.4,6.21,6.15,5.83,80.38,131,59,32.16,0.224,17.43,78.93,40.84,0.214,0.215,0.247,0.246
2024-12-16,5421109.97,7.65,1520107.68,1368697.16,1088142.0,1444163.13,7.73,7.7,7.41,7.36,65.76,145,87,43.55,0.2,24.39,69.3,50.08,0.191,0.199,0.241,0.23
2024-12-17,5363376.06,5.18,1638210.19,1395661.49,1011317.05,1318187.33,5.52,5.44,4.94,4.86,61.21,127,74,31.25,0.782,15.11,69.18,41.19,0.765,0.773,0.798,0.807
2024-12-18,5656738.85,4.56,1790535.91,1446739.29,1082311.63,1337152.02,4.62,4.46,4.45,4.23,77.58,143,58,42.34,0.037,15.06,71.61,47.85,0.016,0.02,0.078,0.065
2024-12-19,5258238.33,5.75,1601149.02,1312760.8,1030680.51,1313648.0,5.93,5.63,5.43,5.41,84.44,140,78,32.28,0.34,20.05,70.35,57.94,0.313,0.345,0.359,0.352
2024-12-20,5169143.29,4.7,1628011.05,1150999.69,1098311.88,1291820.66,4.79,4.62,4.42,4.58,71.17,136,57,30.57,0.076,19.88,76.05,44.83,0.049,0.069,0.102,0.106
2024-12-21,5486801.73,6.98,1695196.35,1331856.47,990666.66,1469082.25,7.24,6.99,6.68,6.71,66.49,136,55,40.79,0.256,16.63,74.63,54.12,0.239,0.239,0.286,0.285
2024-12-22,5374753.49,5.22,1530849.85,1363786.27,1107065.67,1373051.7,5.38,5.04,5.02,5.07,63.92,139,63,34.2,0.412,19.95,76.38,46.05,0.363,0.417,0.442,0.427
2024-12-23,5313452.06,4.93,1679572.27,1348961.04,1098583.11,1186335.64,5.08,4.94,4.88,4.51,67.19,124,56,40.72,0.132,19.12,77.3,40.9,0.107,0.13,0.156,0.166
2024-12-24,5522002.77,5.03,1560836.9,1317859.82,1170367.68,1472938.38,5.31,5.2,4.73,4.73,68.2,132,74,38.33,0.056,23.9,78.84,51.13,0.029,0.061,0.074,0.094
2024-12-25,5467256.09,6.22,1647605.18,1460219.9,1188090.06,1171340.94,6.42,6.23,6.05,5.94,70.6,137,74,31.63,0.345,15.09,71.46,56.7,0.315,0.349,0.373,0.378
2024-12-26,5371310.56,5.34,1534505.46,1226634.65,971162.57,1639007.88,5.59,5.31,5.28,4.95,76.39,147,88,43.98,0.151,24.76,79.77,48.19,0.132,0.14,0.175,0.188
2024-12-27,5286363.47,4.86,1482657.19,1295254.06,984063.69,1524388.54,4.96,4.8,4.52,4.52,66.83,141,76,36.78,0.113,21.24,68.23,52.35,0.078,0.122,0.128,0.138
2024-12-28,5545694.88,7.17,1646413.5,1411624.46,1194802.5,1292854.42,7.22,7.26,6.76,6.98,61.27,125,60,41.02,0.213,16.52,75.72,58.0,0.205,0.195,0.247,0.241
2024-12-29,5520024.14,4.64,1610752.03,1406815.64,1094845.69,1407610.79,4.85,4.56,4.45,4.35,69.33,132,71,37.52,0.602,15.47,73.01,55.79,0.591,0.598,0.627,0.633
2024-12-30,5431098.9,5.54,1626288.36,1370982.87,1100251.71,1333575.96,5.7,5.72,5.12,5.27,81.39,141,85,39.07,0.196,20.38,77.25,43.88,0.189,0.191,0.208,0.227
2024-12-31,5665596.44,6.15,1717174.27,1324414.81,1170065.14,1453942.22,6.41,6.35,5.94,6.03,72.46,133,72,34.54,0.167,17.35,72.15,54.67,0.142,0.16,0.179,0.174
2025-01-01,5316589.83,3.87,1497946.86,1211174.07,1101398.91,1506069.98,4.06,3.89,3.71,3.64,84.12,133,73,33.01,0.21,18.01,76.76,50.04,0.192,0.222,0.249,0.231
2025-01-02,5262936.98,5.98,1499516.7,1325191.83,1143476.3,1294752.16,6.2,5.98,5.84,5.7,72.59,148,87,38.14,0.099,17.45,78.95,54.92,0.087,0.102,0.114,0.139
2025-01-03,5363971.03,4.44,1621773.55,1340805.59,1179419.1,1221972.79,4.48,4.55,4.08,4.16,66.9,151,64,36.6,0.214,21.5,75.98,49.89,0.193,0.2,0.242,0.236
2025-01-04,5442529.68,6.32,1598616.25,1246164.05,1136434.48,1461314.9,6.71,6.43,6.2,6.17,64.83,144,78,35.85,0.53,20.54,76.64,42.56,0.504,0.517,0.554,0.557
2025-01-05,5478200.73,4.54,1693678.55,1398348.85,1049014.35,1337158.98,4.72,4.46,4.26,4.12,77.36,150,86,40.09,0.117,15.78,66.01,51.4,0.098,0.138,0.144,0.146
2025-01-06,5421051.67,6.19,1659338.74,1316006.91,1166556.63,1279149.39,6.46,6.14,6.05,5.9,73.41,145,86,40.36,0.125,20.27,68.07,49.84,0.103,0.121,0.165,0.142
2025-01-07,5493246.65,6.61,1723913.59,1391922.94,999599.7,1377810.41,6.72,6.47,6.45,6.3,75.1,137,61,30.69,0.384,22.91,79.61,50.36,0.354,0.376,0.414,0.43
2025-01-08,5301815.27,6.36,1631367.04,1388377.64,1003332.67,1278737.93,6.59,6.4,6.06,6.02,78.88,140,70,35.08,0.42,15.81,75.4,57.58,0.376,0.431,0.448,0.449
2025-01-09,5626251.75,5.75,1672106.51,1285522.13,1214682.03,1453941.08,5.82,5.82,5.59,5.53,78.15,139,75,36.18,0.489,23.9,73.42,57.9,0.46,0.472,0.508,0.511
2025-01-10,5444141.86,5.27,1670908.75,1202922.58,1035735.25,1534575.28,5.51,5.13,5.11,4.92,61.08,145,65,31.45,0.049,20.78,70.5,49.07,0.005,0.063,0.062,0.085
2025-01-11,5589075.5,4.92,1626506.19,1447319.77,1055363.01,1459886.54,5.09,4.88,4.61,4.66,80.06,131,68,33.54,0.192,24.51,65.67,49.11,0.163,0.184,0.236,0.219
2025-01-12,5497127.04,6.97,1606549.34,1376947.16,1019854.56,1493775.98,7.17,6.84,6.61,6.76,73.32,146,66,30.77,0.407,16.48,70.54,50.3,0.401,0.412,0.426,0.437
